Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
49438,0,32500,2500,2500,33912,14,0,0,5085,0
24930,0,17500,2500,2500,13060,9,0,0,5084,0
97416,0,50000,2500,2500,63679,29,0,0,5093,0
127768,0,50000,2500,2500,65264,21,250,1,5064,0
16984,0,5000,2500,2500,10334,15,0,0,4884,0
46349,0,32500,2500,2500,33923,20,1100,2,4856,0
118079,0,32500,2500,2500,43298,16,500,1,4867,0
120447,0,50000,2500,2500,53804,15,350,1,4840,0
49991,0,32500,2500,2500,44146,27,2510,4,4803,0
109625,0,50000,2500,2500,63372,19,500,1,5056,0
20818,0,2500,2500,2500,15214,4,0,0,5036,0
16088,0,17500,2500,2500,17872,15,0,0,4563,0
48863,0,50000,2500,2500,71013,18,1050,3,4925,0
54116,1846,17500,2500,2500,34997,14,0,0,4848,0
48721,0,2500,2500,2500,18781,12,300,3,4672,0
71930,0,32500,2500,2500,32774,13,500,1,4300,0
39503,0,17500,2500,2500,16671,18,2339,2,4884,0
4838,0,17500,2500,2500,23592,16,500,1,5024,0
73811,0,17500,2500,2500,25394,14,1000,2,5021,0
156219,0,50000,2500,2500,55874,24,0,0,5015,0
23965,0,2500,5000,2500,7308,16,550,3,5003,0
57857,1099,2500,2500,2500,62650,37,12400,29,4996,0
27989,0,17500,2500,2500,25369,16,2729,2,4981,0
21933,0,32500,2500,2500,27166,15,550,1,4974,0
86069,0,32500,2500,2500,35282,21,0,0,4972,0
26862,0,17500,2500,2500,15510,15,0,0,4965,0
133853,0,50000,2500,2500,68136,14,0,0,4960,0
49737,0,50000,2500,2500,60922,22,550,2,4946,0
44205,0,32500,2500,2500,28340,13,0,0,3676,0
6341,0,2500,2500,2500,3658,12,0,0,3706,0
329,0,17500,2500,2500,23492,14,0,0,4868,0
36805,0,17500,2500,2500,13018,16,0,0,3799,0
51324,0,17500,2500,2500,20533,14,0,0,4408,0
412,0,2500,2500,2500,13000,1,0,0,4761,0
91237,0,50000,2500,2500,78864,26,0,0,4321,0
50015,0,17500,2500,2500,20839,16,50,1,4497,0
45340,0,17500,2500,2500,14063,16,500,1,4660,0
10146,0,17500,2500,2500,26633,12,0,0,4509,0
35062,0,17500,2500,2500,16237,26,0,0,4152,0
11866,0,5000,2500,2500,6139,9,0,0,4667,0
65952,0,32500,2500,2500,34770,14,0,0,4827,0
2502,0,2500,2500,2500,15500,4,500,1,4761,0
123430,0,32500,2500,2500,49987,17,0,0,4798,0
61405,250,5000,2500,2500,32316,20,1350,8,4828,0
26965,0,5000,2500,2500,7346,13,0,0,4653,0
108616,0,32500,2500,2500,36476,13,0,0,4644,0
80154,0,32500,2500,2500,47270,14,0,0,4352,0
18007,0,32500,2500,2500,33237,15,0,0,4665,0
51752,0,17500,2500,2500,25962,20,0,0,4631,0
233057,0,50000,2500,2500,102840,11,0,0,4791,0
41366,0,17500,2500,2500,27148,15,0,0,4806,0
49777,2360,17500,2500,2500,12241,12,0,0,4777,0
58778,0,32500,2500,2500,28325,13,0,0,4919,0
93700,0,50000,2500,2500,58745,14,0,0,4827,0
34941,0,17500,2500,2500,23718,16,0,0,4755,0
136104,0,32500,2500,2500,68988,51,2069,8,4916,0
71264,0,50000,2500,2500,94161,17,1000,2,4903,0
49331,0,17500,2500,2500,23572,12,100,1,4888,0
98343,0,32500,2500,2500,31961,16,0,0,4971,0
83006,0,32500,2500,2500,45167,13,0,0,4906,0
41370,0,50000,2500,2500,51335,9,0,0,4842,0
7430,0,2500,2500,2500,10500,5,0,0,4791,0
11789,0,32500,2500,2500,28756,20,900,2,4775,0
84305,0,50000,2500,2500,78931,15,0,0,4734,0
88192,0,32500,2500,2500,47848,22,500,1,4784,0
105665,0,32500,2500,2500,31226,13,0,0,4727,0
24756,0,2500,2500,2500,7720,26,500,2,4723,0
5617,0,2500,2500,2500,4400,4,400,1,4706,0
68023,0,50000,2500,2500,119512,33,500,1,4702,0
108100,0,32500,2500,2500,45113,17,1000,2,4699,0
138332,0,50000,2500,2500,67836,17,0,0,4692,0
40264,0,2500,2500,2500,19137,13,0,0,4684,0
13290,0,2500,2500,2500,3175,5,0,0,4679,0
130761,0,32500,2500,2500,52423,15,0,0,4674,0
14371,0,32500,2500,2500,28723,13,0,0,4671,0
25322,0,17500,2500,2500,23821,16,0,0,4673,0
55356,0,17500,2500,2500,23871,15,0,0,4660,0
134501,0,50000,2500,2500,59855,32,1193,2,4663,0
63311,0,32500,2500,2500,29318,11,0,0,4667,0
2198,0,2500,2500,2500,16070,12,0,0,4658,0
35895,0,17500,2500,2500,15720,11,0,0,4649,0
45613,0,32500,2500,2500,29117,16,350,1,4625,0
188703,0,50000,2500,2500,62973,53,500,1,4625,0
77203,0,50000,2500,2500,66817,16,0,0,4646,0
11527,0,17500,2500,2500,16874,27,3880,6,4583,0
77814,0,32500,2500,2500,43914,17,0,0,4587,0
75303,0,50000,2500,2500,74990,15,0,0,4598,0
93971,0,50000,2500,2500,62023,22,450,3,4580,0
66328,0,32500,2500,2500,40522,14,0,0,4575,0
51745,0,32500,2500,2500,41377,14,0,0,4606,0
64341,0,50000,2500,2500,63621,13,0,0,4568,0
46926,0,32500,2500,2500,27889,15,0,0,4554,0
95109,0,32500,2500,2500,26149,8,0,0,4593,0
65706,0,17500,2500,2500,21958,17,0,0,4534,0
9862,0,2500,2500,2500,31280,15,0,0,4545,0
37514,0,32500,2500,2500,35874,31,500,1,4537,0
92646,0,32500,2500,2500,27177,16,0,0,4523,0
102570,0,50000,2500,2500,70503,20,0,0,4524,0
109114,0,32500,2500,2500,31956,27,0,0,4512,0
111384,0,32500,2500,2500,26669,14,0,0,4505,0
40808,0,32500,2500,2500,38612,27,400,2,4490,0
47509,0,2500,2500,2500,21210,10,1000,2,4490,0
20248,0,17500,2500,2500,18507,37,1700,5,4488,0
20844,0,2500,2500,2500,20844,10,0,0,4474,0
22412,0,17500,2500,2500,11654,12,0,0,4460,0
11512,0,2500,2500,2500,3667,14,0,0,4460,0
51471,0,17500,2500,2500,15505,32,412,1,4450,0
25577,0,32500,2500,2500,33420,18,0,0,4432,0
17111,0,17500,2500,2500,13577,10,0,0,4434,0
121688,0,32500,2500,2500,31631,15,0,0,4420,0
56461,0,32500,2500,2500,40190,14,0,0,4359,0
96610,0,50000,2500,2500,66298,22,0,0,4362,0
28319,0,17500,2500,2500,18449,13,0,0,4392,0
32510,0,2500,17500,2500,14568,13,0,0,4341,0
23552,0,32500,2500,2500,36165,11,0,0,4300,0
37953,0,50000,2500,2500,62571,28,0,0,4282,0
21915,0,2500,2500,2500,7000,33,0,0,4289,0
23854,0,17500,2500,2500,22498,18,250,3,4274,0
75112,0,32500,2500,2500,35532,14,500,1,4271,0
30664,0,17500,2500,2500,21242,22,700,5,4268,0
16495,0,2500,2500,2500,18779,11,0,0,4261,0
25963,0,5000,2500,2500,8183,25,0,0,4244,0
1076,0,17500,2500,2500,11379,8,0,0,4233,0
12239,0,2500,2500,2500,2912,5,0,0,4226,0
55147,0,32500,2500,2500,29219,13,0,0,4225,0
59424,0,32500,2500,2500,36600,23,1000,3,4211,0
368535,0,50000,2500,2500,146201,21,2600,6,4210,0
116288,0,50000,2500,2500,65073,18,0,0,4209,0
114508,0,32500,2500,2500,29960,22,1250,8,4226,0
56258,0,32500,2500,2500,38591,23,500,1,4197,0
102373,0,32500,2500,2500,67212,33,6600,14,4190,0
13034,0,50000,2500,2500,60000,6,0,0,4169,0
22455,0,32500,2500,2500,38814,17,0,0,4175,0
72510,0,32500,2500,2500,31469,12,0,0,4169,0
17500,0,2500,2500,2500,17500,2,0,0,4167,0
197973,0,50000,2500,2500,72345,14,1029,2,4155,0
50909,0,17500,2500,2500,14830,18,0,0,4135,0
15875,0,17500,2500,2500,24918,12,0,0,4141,0
14155,0,2500,2500,2500,3250,19,0,0,4134,0
576,0,17500,2500,2500,12082,14,0,0,4128,0
21708,0,17500,2500,2500,12811,13,0,0,4100,0
10643,0,32500,2500,2500,40585,14,850,2,4107,0
94544,0,50000,2500,2500,111827,8,350,1,4105,0
128302,0,50000,2500,32500,132263,32,400,2,4103,0
40835,0,32500,2500,2500,50602,39,2250,10,4090,0
36033,0,17500,2500,2500,36033,13,0,0,4079,0
16489,0,2500,2500,2500,4851,27,0,0,4064,0
56954,0,17500,2500,2500,29409,32,0,0,4051,0
37114,0,2500,2500,2500,21623,12,0,0,4040,0
50715,0,32500,2500,2500,39211,13,0,0,4051,0
67358,0,50000,2500,2500,67027,34,500,1,4379,0
10679,0,5000,2500,2500,13363,12,0,0,4001,0
82981,0,50000,2500,17500,105325,44,1000,2,3964,0
52139,0,2500,17500,2500,16314,14,250,1,3965,0
123313,0,32500,2500,2500,31595,15,0,0,3959,0
58970,0,17500,2500,2500,13467,18,0,0,3946,0
10355,0,5000,2500,2500,6510,10,0,0,3918,0
145868,0,50000,2500,2500,61068,18,10042,4,3925,0
14231,0,2500,2500,2500,4950,24,1700,5,3917,0
54388,0,32500,2500,2500,27516,14,0,0,3903,0
30546,0,17500,2500,2500,11304,14,0,0,3900,0
21944,0,32500,2500,2500,29461,13,0,0,3900,0
76552,0,50000,2500,2500,150010,36,0,0,3894,0
37244,0,32500,2500,2500,38220,18,0,0,3890,0
126873,0,32500,2500,50000,95598,32,500,1,3880,0
85751,0,32500,2500,2500,26842,14,0,0,3711,0
56896,0,32500,2500,2500,34019,15,0,0,3696,0
50496,0,17500,2500,2500,13287,26,0,0,4610,0
19896,2395,5000,2500,2500,9866,11,0,0,4602,0
23827,0,2500,2500,2500,8125,37,1000,2,4616,0
134346,0,50000,2500,2500,100210,18,0,0,4485,0
37693,0,17500,2500,2500,30546,7,0,0,4671,0
11961,0,2500,5000,2500,11961,10,0,0,4646,0
63311,0,50000,2500,2500,90181,34,950,6,4604,0
66411,1000,32500,2500,2500,34826,19,3001,9,4211,0
8767,0,2500,2500,2500,6589,8,3892,6,4394,0
44654,0,32500,2500,2500,48874,16,0,0,4530,0
52195,0,32500,2500,2500,35847,13,0,0,4476,0
91259,0,50000,2500,2500,60609,12,0,0,4531,0
37202,0,2500,2500,2500,15000,4,0,0,4511,0
53232,888,32500,2500,2500,80696,65,22100,45,3831,0
54594,0,17500,2500,2500,14402,14,0,0,4233,0
20111,0,2500,2500,2500,5653,12,0,0,4468,0
45950,0,32500,2500,2500,38921,22,750,2,4302,0
52713,0,17500,2500,2500,16273,13,100,1,4449,0
186892,0,50000,2500,2500,63444,13,500,1,3732,0
11690,0,17500,2500,2500,17615,17,0,0,4417,0
41153,0,32500,2500,2500,28686,15,0,0,4404,0
60864,0,17500,2500,2500,23364,19,50,1,4436,0
15148,0,2500,2500,2500,15148,3,0,0,269,0
434,0,2500,2500,2500,15530,5,0,0,3628,0
4148,0,2500,17500,2500,13504,18,0,0,4607,0
63820,0,17500,2500,2500,13981,15,0,0,4608,0
40724,0,32500,2500,2500,29481,14,0,0,4007,0
58898,0,2500,2500,2500,23050,15,50,1,4328,0
77225,0,32500,2500,2500,30646,15,0,0,4282,0
771,0,2500,2500,2500,40256,4,0,0,4203,0
140918,0,32500,2500,2500,69760,32,0,0,3883,0
29559,0,32500,2500,2500,28969,16,0,0,4236,0
73027,0,32500,2500,2500,34002,19,0,0,4063,0
55406,0,32500,2500,2500,38118,18,500,1,4310,0
30040,0,5000,2500,2500,8636,8,500,1,3873,0
114949,0,50000,2500,2500,87136,24,600,2,4294,0
47905,0,17500,2500,2500,14575,16,2000,4,4245,0
15253,0,5000,2500,2500,5427,8,0,0,4373,0
26522,0,17500,2500,2500,18479,13,0,0,4358,0
49050,0,17500,2500,2500,18436,16,0,0,2426,0
27981,0,50000,2500,2500,63004,17,0,0,2921,0
166681,0,50000,2500,2500,107645,25,0,0,3287,0
1054,0,2500,2500,2500,15147,3,0,0,3133,0
75505,0,32500,2500,2500,30850,17,500,1,4007,0
37358,0,32500,2500,2500,50488,19,0,0,3967,0
53518,0,50000,2500,2500,73933,30,400,1,3930,0
37833,0,32500,2500,2500,48172,15,500,1,3551,0
49375,0,17500,2500,2500,23628,14,0,0,3797,0
45150,0,17500,2500,2500,18907,13,0,0,4141,0
19132,0,5000,2500,2500,9124,17,0,0,3915,0
28493,0,17500,2500,2500,21845,22,300,1,3932,0
60076,0,32500,2500,2500,45582,9,0,0,3935,0
100634,0,2500,17500,2500,69669,28,1540,12,4193,0
37948,0,17500,2500,2500,19213,43,0,0,3914,0
135488,0,50000,2500,2500,57787,16,0,0,4117,0
56693,3953,5000,2500,2500,20454,11,0,0,3893,0
119531,0,50000,2500,2500,60503,43,250,1,4002,0
10872,0,2500,2500,2500,4500,27,0,0,3882,0
90919,0,32500,2500,2500,44430,17,0,0,3739,0
4606,0,2500,2500,2500,4320,6,0,0,3501,0
61617,0,5000,2500,2500,23495,13,0,0,3972,0
16200,0,32500,2500,2500,40455,17,0,0,3840,0
14372,0,5000,2500,2500,9042,13,0,0,3557,0
77965,0,32500,2500,2500,41126,33,2683,7,3120,0
12271,500,5000,2500,2500,7684,15,1000,2,4219,0
49874,0,32500,2500,2500,39976,13,0,0,4293,0
33753,0,17500,2500,2500,14961,14,500,1,3335,0
53750,0,17500,2500,2500,23135,14,0,0,3736,0
24111,0,5000,2500,2500,9374,16,0,0,3802,0
30729,0,17500,2500,2500,16456,15,0,0,3795,0
17964,0,2500,2500,2500,5030,23,0,0,3783,0
26745,0,2500,2500,2500,17547,9,0,0,3664,0
168778,0,50000,2500,2500,57060,20,500,1,3326,0
55996,867,17500,2500,2500,12165,14,0,0,3582,0
65904,0,32500,2500,2500,47224,35,5350,18,3655,0
125679,0,17500,2500,32500,68151,27,650,1,3683,0
34204,0,2500,2500,2500,16862,9,1700,5,3596,0
61584,0,32500,2500,2500,27937,14,0,0,3783,0
64153,0,17500,2500,2500,23563,19,0,0,3575,0
49353,0,32500,2500,2500,34656,14,0,0,3540,0
72962,0,32500,2500,2500,28055,16,0,0,3869,0
13250,0,17500,2500,2500,17778,14,0,0,3861,0
98232,0,50000,2500,2500,56687,14,500,1,3867,0
98895,0,32500,2500,2500,89709,17,500,1,3854,0
30171,0,2500,17500,2500,15370,13,0,0,3853,0
65263,0,2500,2500,2500,22500,4,0,0,3844,0
128456,0,50000,2500,17500,70125,28,0,0,3764,0
104245,0,32500,2500,2500,45589,14,0,0,3810,0
34379,0,17500,2500,2500,13051,20,150,1,3805,0
48970,0,32500,2500,2500,30872,14,0,0,3817,0
70789,0,50000,2500,2500,76661,29,150,1,3810,0
24277,0,5000,2500,2500,5330,5,0,0,3796,0
20308,0,17500,2500,2500,19526,13,0,0,3797,0
27904,0,5000,2500,2500,6622,17,0,0,3793,0
65340,2454,17500,2500,2500,33795,11,500,1,3775,0
5154,0,50000,2500,2500,54657,28,0,0,3769,0
13232,0,2500,2500,2500,8668,16,0,0,3753,0
75526,0,32500,2500,2500,46421,14,0,0,3712,0
80272,0,32500,2500,2500,34744,14,550,2,3728,0
10458,0,2500,5000,2500,10458,12,0,0,3726,0
83524,0,32500,2500,2500,43152,18,0,0,3694,0
18266,0,17500,2500,2500,12254,15,0,0,3713,0
87851,0,32500,2500,2500,28969,17,0,0,4026,0
8859,0,17500,2500,2500,11998,13,0,0,3690,0
25530,0,17500,2500,2500,25131,17,0,0,3677,0
77067,0,32500,2500,2500,40129,15,0,0,3671,0
76118,0,50000,2500,2500,79154,41,1992,2,3621,0
30178,0,17500,2500,2500,14422,15,0,0,3656,0
27310,0,17500,2500,2500,15537,16,500,1,3623,0
35356,0,17500,2500,2500,18520,15,300,1,3637,0
26129,0,17500,2500,2500,20265,17,0,0,3629,0
19516,0,17500,2500,2500,17696,16,0,0,3593,0
106378,0,32500,2500,2500,56007,14,0,0,3607,0
22201,0,32500,2500,2500,51278,16,350,1,3602,0
18387,0,32500,2500,2500,40560,19,800,2,3588,0
28577,0,32500,2500,2500,48564,14,0,0,3586,0
55417,0,32500,2500,2500,37127,31,0,0,3575,0
23139,0,5000,2500,2500,8156,14,0,0,3578,0
146232,0,50000,2500,2500,83783,19,375,1,3566,0
108081,0,50000,2500,50000,217006,24,0,0,3567,0
11593,0,5000,2500,2500,9055,16,0,0,3558,0
92843,0,2500,2500,2500,27650,29,9150,26,3530,0
51082,0,32500,2500,2500,40878,13,0,0,3524,0
14075,0,2500,2500,2500,4286,15,0,0,3513,0
32807,0,2500,2500,2500,17259,4,0,0,3482,0
48958,0,17500,2500,2500,24430,5,0,0,3483,0
60867,0,32500,2500,2500,41345,18,0,0,3454,0
12950,0,5000,2500,2500,12798,18,195,1,3432,0
25207,957,5000,2500,2500,6883,13,0,0,3440,0
24100,0,17500,2500,2500,26674,23,2300,7,3421,0
101632,0,32500,2500,2500,48658,14,0,0,3432,0
59839,0,17500,2500,2500,26962,18,0,0,3404,0
190674,4704,50000,2500,2500,104159,33,4754,15,3396,0
65458,1000,17500,2500,2500,28356,24,1100,3,3382,0
114067,0,32500,2500,2500,42569,23,0,0,3336,0
93371,0,32500,2500,2500,55338,20,0,0,3382,0
41040,0,50000,2500,2500,66292,14,200,2,3372,0
29929,0,17500,2500,2500,18032,17,150,1,3344,0
111442,0,32500,2500,2500,30368,19,0,0,3392,0
87402,0,32500,2500,2500,41685,21,0,0,3306,0
21875,7558,17500,2500,2500,12398,15,0,0,3299,0
71459,0,32500,2500,2500,36608,28,1020,3,3312,0
64138,0,17500,2500,2500,22089,19,0,0,3257,0
83811,0,32500,2500,2500,25936,15,500,1,3281,0
168886,0,50000,2500,2500,66859,21,200,1,3285,0
118141,0,32500,2500,2500,46521,11,0,0,3259,0
76060,0,32500,2500,2500,33424,30,0,0,3263,0
16859,0,32500,2500,2500,64109,45,4822,9,3266,0
136732,0,50000,2500,2500,87549,20,0,0,3252,0
76513,0,32500,2500,2500,45265,16,0,0,3235,0
137076,0,50000,2500,2500,61276,24,1600,4,3225,0
114868,0,32500,2500,2500,45996,22,0,0,3204,0
37335,0,17500,2500,2500,19507,17,0,0,3202,0
45522,0,17500,2500,2500,10728,13,0,0,3197,0
66524,0,32500,2500,2500,34682,23,0,0,3188,0
200089,4727,50000,2500,2500,75019,21,300,2,3166,0
26103,0,17500,2500,2500,13692,18,0,0,3151,0
7011,0,17500,2500,2500,19791,16,0,0,3152,0
29298,0,17500,2500,2500,24656,13,0,0,3141,0
35304,0,32500,2500,2500,30532,13,0,0,3131,0
4460,0,2500,2500,2500,4741,14,1816,1,3113,0
34942,0,17500,2500,2500,19016,13,0,0,3089,0
34103,0,17500,2500,2500,34630,16,0,0,3115,0
13117,0,2500,2500,2500,1972,3,0,0,3027,0
8399,0,17500,2500,2500,21136,13,0,0,3052,0
14079,0,5000,2500,2500,6503,16,0,0,2999,0
10036,0,17500,2500,2500,13959,16,0,0,3030,0
85826,0,32500,2500,2500,33678,29,0,0,3026,0
654,0,17500,2500,2500,14967,10,0,0,3022,0
103240,0,32500,2500,2500,44627,29,50,1,2993,0
56687,0,32500,2500,2500,48989,28,0,0,2973,0
45149,0,2500,2500,2500,21292,10,0,0,2949,0
25671,0,5000,2500,2500,10513,12,0,0,2945,0
53532,0,32500,2500,2500,30808,18,0,0,2927,0
30034,0,2500,2500,2500,15816,6,0,0,2908,0
47787,0,32500,2500,2500,47223,21,450,1,2921,0
128927,0,50000,2500,2500,61165,14,0,0,2882,0
5000,0,2500,2500,2500,5000,1,0,0,2893,0
86638,0,32500,2500,2500,45861,13,0,0,2867,0
140398,0,50000,2500,2500,118013,26,1100,4,2972,0
58195,0,17500,2500,2500,24808,13,0,0,2838,0
34781,0,17500,2500,2500,11270,12,0,0,2859,0
22457,0,17500,2500,2500,17579,15,0,0,2858,0
9611,0,2500,2500,2500,2250,3,0,0,2845,0
40702,0,32500,2500,2500,39897,14,0,0,2826,0
39715,0,17500,2500,2500,17388,12,0,0,2826,0
6345,0,5000,2500,2500,7719,18,0,0,2805,0
75288,0,32500,2500,2500,36866,20,0,0,2774,0
11529,0,17500,2500,2500,15738,15,0,0,2768,0
15378,0,2500,2500,2500,25236,9,736,3,2741,0
66539,0,17500,2500,2500,27894,17,0,0,2741,0
97131,0,32500,2500,2500,33324,19,1500,3,2727,0
39862,0,17500,2500,2500,14152,18,350,2,2727,0
75132,0,32500,2500,2500,53001,23,400,3,2720,0
5103,0,2500,2500,2500,5103,2,0,0,2697,0
49129,0,5000,2500,2500,16921,18,500,1,2692,0
135408,0,50000,2500,2500,62224,15,607,1,2697,0
91048,0,32500,2500,2500,51580,20,100,1,2669,0
34294,0,17500,2500,2500,17683,14,0,0,2661,0
59696,2586,50000,2500,2500,63827,22,500,1,2654,0
33604,0,17500,2500,2500,13619,16,0,0,2633,0
20518,0,5000,2500,2500,5580,10,0,0,2600,0
391,0,2500,2500,2500,9000,1,0,0,2581,0
137760,0,50000,2500,2500,64949,13,0,0,2580,0
88563,0,32500,2500,2500,42410,27,0,0,2567,0
27102,0,17500,2500,2500,27102,9,0,0,2563,0
25824,0,17500,2500,2500,17760,20,750,2,2559,0
29150,0,17500,2500,2500,13952,14,0,0,2544,0
37529,0,32500,2500,2500,25706,14,0,0,2558,0
7515,0,5000,2500,2500,13681,18,0,0,2552,0
110480,0,32500,2500,2500,44191,22,500,1,2539,0
86273,0,17500,2500,2500,35304,15,500,1,2523,0
20674,0,17500,2500,2500,16876,22,0,0,2528,0
8335,0,2500,2500,2500,3750,16,0,0,2522,0
61081,0,32500,2500,2500,37682,21,2000,4,2509,0
14748,0,2500,2500,2500,2210,7,0,0,2497,0
7457,0,2500,2500,2500,17131,5,0,0,2496,0
61285,0,50000,2500,2500,55027,22,0,0,2412,0
41073,0,17500,2500,2500,13993,20,0,0,2493,0
21784,0,5000,2500,2500,6208,14,0,0,2483,0
12868,0,2500,2500,2500,1875,8,0,0,2483,0
11836,0,2500,2500,2500,5075,14,350,1,2479,0
25681,1526,2500,2500,2500,14941,20,2963,16,2468,0
59704,0,32500,5000,2500,57404,14,0,0,2440,0
9520,0,17500,2500,2500,12515,13,0,0,2438,0
62629,0,32500,2500,2500,36986,14,0,0,2438,0
60085,0,17500,2500,2500,14714,17,0,0,2404,0
2562,0,5000,2500,2500,9075,11,1050,3,2412,0
102942,0,50000,2500,2500,56780,18,0,0,2405,0
54810,0,17500,2500,2500,19665,21,0,0,2368,0
14134,0,2500,2500,2500,2125,9,0,0,2312,0
93154,0,32500,2500,2500,30752,21,0,0,2333,0
109416,0,50000,2500,2500,73665,39,2200,5,2327,0
56805,0,17500,2500,2500,16617,17,0,0,2307,0
18545,0,17500,2500,2500,25053,22,0,0,2304,0
5570,0,2500,2500,2500,9094,26,0,0,2287,0
44690,0,17500,2500,2500,24779,15,1000,2,2297,0
127835,0,32500,2500,2500,52700,21,0,0,2301,0
32540,0,32500,2500,2500,44283,17,100,1,2297,0
54396,629,32500,2500,2500,34007,16,0,0,2283,0
162840,0,50000,2500,2500,57382,15,0,0,2277,0
44214,0,17500,2500,2500,24928,13,0,0,2259,0
3552,0,2500,2500,2500,10597,17,0,0,2264,0
74072,0,32500,2500,2500,50272,39,0,0,2264,0
23385,0,17500,2500,2500,18303,15,150,1,2248,0
51176,0,32500,2500,2500,40397,16,0,0,2243,0
10062,0,2500,2500,2500,2000,9,0,0,2242,0
51592,0,2500,2500,2500,18678,9,0,0,2230,0
33398,0,17500,2500,2500,14086,15,0,0,2223,0
60250,0,17500,2500,2500,43071,12,0,0,2214,0
44206,0,17500,2500,2500,22598,14,500,1,2247,0
28731,0,32500,2500,2500,29782,11,0,0,2182,0
70308,0,32500,2500,2500,41704,19,0,0,2186,0
49436,0,32500,2500,2500,33836,13,0,0,2167,0
8992,0,5000,2500,2500,9113,11,0,0,2145,0
72497,0,17500,2500,2500,24279,13,0,0,2161,0
41556,0,17500,2500,2500,26682,4,0,0,2131,0
15436,0,2500,2500,2500,6147,13,0,0,2138,0
39098,0,17500,2500,2500,18992,14,0,0,2129,0
20713,0,17500,2500,2500,13421,12,400,1,2104,0
18533,0,17500,2500,2500,27904,14,0,0,2102,0
37839,0,17500,2500,2500,11512,16,0,0,2084,0
66716,0,17500,2500,2500,22571,16,200,1,2082,0
87633,0,32500,2500,2500,69237,37,4050,9,2068,0
15526,0,2500,2500,2500,2750,15,0,0,2063,0
83781,0,32500,2500,2500,35151,22,200,1,2066,0
50783,0,17500,2500,2500,11595,15,0,0,2060,0
13738,0,5000,2500,2500,6485,18,900,5,2042,0
22053,0,32500,2500,2500,39810,27,0,0,2042,0
32708,0,17500,2500,2500,11556,13,0,0,2035,0
7108,0,2500,2500,2500,5598,8,2500,5,2026,0
112197,0,32500,2500,2500,32108,16,0,0,2013,0
106757,0,50000,2500,2500,51234,13,0,0,2013,0
105294,0,32500,2500,2500,56281,26,850,5,2021,0
3965,0,5000,2500,2500,8228,12,0,0,2003,0
69884,0,50000,2500,2500,89360,24,450,2,1990,0
24557,0,17500,2500,2500,18957,20,0,0,1996,0
15000,0,2500,2500,2500,15000,1,0,0,1976,0
8557,0,2500,2500,2500,200622,5,622,3,1955,0
66445,0,17500,2500,2500,22276,13,0,0,1975,0
33951,0,17500,2500,2500,12279,14,0,0,1963,0
39669,0,32500,2500,2500,31989,14,0,0,1955,0
8063,0,2500,2500,2500,18250,5,0,0,1950,0
17603,2543,5000,2500,2500,7247,14,0,0,1958,0
66466,0,32500,2500,5000,86952,22,0,0,1956,0
52537,0,32500,2500,2500,49146,19,100,2,1944,0
56186,0,17500,2500,2500,27538,20,400,4,1926,0
15036,0,5000,2500,2500,7917,8,0,0,1935,0
19128,0,5000,2500,2500,10595,27,0,0,1919,0
43310,0,17500,2500,2500,11943,14,0,0,1804,0
15584,0,2500,2500,2500,2875,16,0,0,1894,0
25853,0,17500,2500,2500,23163,18,0,0,1886,0
153664,0,50000,2500,2500,55567,17,0,0,1881,0
39728,0,17500,2500,2500,16359,11,0,0,1860,0
78317,0,17500,2500,2500,34282,35,2537,11,1859,0
20969,0,17500,2500,2500,40234,13,150,1,1831,0
147770,0,32500,2500,2500,64517,31,450,4,1831,0
44101,0,50000,2500,2500,57114,19,0,0,1829,0
23578,0,17500,2500,2500,16366,17,500,1,1830,0
62960,0,50000,2500,2500,50255,10,0,0,1824,0
37211,0,17500,2500,2500,23007,18,0,0,1817,0
2900,0,2500,2500,2500,2900,29,2900,29,1804,0
31899,0,32500,2500,2500,29816,20,500,1,1804,0
17769,0,2500,5000,2500,5165,10,0,0,1807,0
32234,0,17500,2500,2500,17001,13,0,0,1780,0
60386,2738,17500,2500,2500,24356,14,1565,1,1785,0
81144,0,2500,2500,2500,34664,17,0,0,1769,0
95537,0,32500,2500,2500,29226,17,150,1,1774,0
23518,0,17500,2500,2500,11843,13,0,0,1768,0
169546,0,50000,2500,2500,68315,24,600,2,1761,0
72253,0,32500,2500,2500,29227,16,0,0,1752,0
8344,0,2500,2500,2500,1500,2,500,1,1753,0
52718,0,17500,2500,2500,11540,11,0,0,1755,0
23933,0,5000,2500,2500,10144,15,0,0,1804,0
76177,0,32500,2500,2500,31922,16,0,0,3057,0
11472,0,5000,2500,2500,9068,14,0,0,3290,0
131635,0,50000,2500,2500,60315,9,0,0,2756,0
53983,0,17500,2500,2500,24862,13,0,0,3512,0
59179,0,17500,2500,2500,18908,15,0,0,3530,0
9768,0,2500,2500,2500,7069,8,100,1,3242,0
61474,0,2500,2500,32500,47717,14,0,0,3354,0
53892,1619,17500,2500,2500,28641,20,0,0,3131,0
49280,0,2500,2500,2500,22370,16,0,0,3312,0
97606,0,32500,2500,2500,42980,24,0,0,3355,0
49749,0,17500,2500,2500,13609,18,0,0,3265,0
8210,0,2500,5000,2500,9122,16,0,0,3312,0
22805,0,2500,17500,2500,26334,27,1800,6,3294,0
