,Balance,Qual_miles,cc1_miles,cc2_miles,cc3_miles,Bonus_miles,Bonus_trans,Flight_miles_12mo,Flight_trans_12,Days_since_enroll,clust
1005,124004,0,5000,2500,2500,9982,12,0,0,5815,2
1006,10497,0,2500,2500,2500,0,0,0,0,5815,2
1007,8327,0,2500,2500,2500,2900,4,150,1,5814,2
1008,25463,0,5000,2500,2500,7973,14,0,0,5813,2
1009,85036,0,32500,2500,2500,43825,21,0,0,5807,1
1010,11449,0,2500,2500,2500,24415,11,0,0,5864,2
1011,54392,0,2500,2500,2500,0,0,0,0,5807,2
1012,52577,0,2500,2500,2500,441,12,0,0,5804,2
1013,80174,0,2500,2500,2500,500,1,0,0,5804,2
1014,96827,1094,2500,2500,2500,12100,19,8100,17,5801,2
1015,9489,0,2500,2500,2500,5359,14,0,0,5807,2
1016,57587,0,2500,2500,2500,2620,6,0,0,5799,2
1017,131306,0,17500,2500,2500,32115,15,0,0,5797,2
1018,39985,0,17500,2500,2500,15103,21,0,0,5794,2
1019,71627,0,2500,2500,2500,3225,9,600,2,5793,2
1020,161396,0,17500,2500,2500,26695,11,1000,2,5792,2
1021,81300,0,2500,2500,2500,3750,5,250,3,5791,2
1022,66015,0,5000,2500,2500,26706,30,2676,7,5790,2
1023,7800,0,2500,2500,2500,200,1,0,0,5787,2
1024,27348,0,2500,2500,2500,3084,4,0,0,5824,2
1025,153554,0,2500,2500,2500,11786,6,1750,4,5784,2
1026,42990,0,2500,2500,2500,5345,3,0,0,5804,2
1027,16664,0,2500,2500,2500,0,0,0,0,5778,2
1028,37618,0,17500,2500,2500,17385,7,0,0,5818,2
1029,53384,0,17500,2500,2500,16907,12,0,0,5778,2
1030,43326,0,2500,2500,2500,1100,7,1100,7,5776,2
1031,113683,0,17500,2500,2500,11821,12,0,0,5773,2
1032,77930,0,32500,2500,2500,37541,35,3600,18,5773,1
1033,27625,0,17500,2500,2500,27799,16,500,1,5772,2
1034,33835,0,2500,2500,2500,2280,7,1000,2,5771,2
1035,170049,3692,5000,2500,2500,10232,16,750,2,5770,2
1036,154664,0,32500,2500,17500,73881,33,0,0,5769,1
1037,36935,0,32500,2500,2500,34448,17,0,0,5766,1
1038,67904,0,2500,2500,2500,81,1,0,0,5764,2
1039,57434,0,5000,2500,2500,11140,16,0,0,5770,2
1040,11031,0,2500,2500,2500,1600,5,0,0,5762,2
1041,78268,0,2500,2500,2500,6172,13,500,1,5758,2
1042,98213,0,50000,2500,2500,68013,29,0,0,5755,1
1043,9430,0,17500,2500,2500,11323,13,0,0,5756,2
1044,5195,0,2500,2500,2500,33050,3,50,1,5755,2
1045,9793,0,2500,2500,2500,3100,2,0,0,5755,2
1046,34690,0,17500,2500,2500,18124,14,0,0,5752,2
1047,138368,0,50000,2500,2500,68663,13,0,0,5755,1
1048,63547,0,32500,2500,2500,31745,14,0,0,5748,1
1049,217130,0,32500,2500,2500,51202,20,0,0,5745,1
1050,14106,0,2500,2500,2500,475,4,0,0,5749,2
1051,44026,0,5000,2500,2500,12282,18,634,1,5738,2
1052,62183,1896,32500,2500,2500,38635,18,0,0,5738,1
1053,165534,0,50000,2500,2500,71312,18,1000,2,5736,1
1054,45358,0,17500,2500,2500,14507,9,0,0,5735,2
1055,72325,0,50000,2500,2500,56792,16,0,0,5731,1
1056,190285,0,50000,2500,2500,69262,16,348,1,5728,1
1057,235567,0,17500,2500,2500,16106,15,0,0,5728,2
1058,305519,0,50000,2500,2500,79216,27,650,3,5724,1
1059,161546,0,2500,2500,2500,8042,6,600,2,5722,2
1060,38884,0,2500,2500,2500,2850,13,500,1,5729,2
1061,42040,1000,2500,2500,2500,14189,17,4034,13,5717,2
1062,96988,0,5000,2500,2500,7761,14,0,0,5715,2
1063,24394,0,2500,2500,2500,3250,3,250,1,5713,2
1064,354641,0,50000,2500,2500,77694,29,3600,9,5710,1
1065,39313,0,17500,2500,2500,24091,16,0,0,5706,2
1066,468,0,2500,2500,2500,26650,14,550,3,5708,2
1067,146014,0,32500,2500,2500,26366,17,700,3,5822,1
1068,42999,0,32500,2500,2500,33801,12,350,1,5653,1
1069,37163,0,17500,2500,2500,19318,14,0,0,4988,2
1070,6158,0,32500,2500,2500,27754,14,0,0,5546,1
1071,108904,0,17500,2500,2500,19931,17,0,0,5255,2
1072,25168,0,2500,2500,2500,500,1,500,1,5547,2
1073,68454,0,17500,2500,2500,13667,12,0,0,5559,2
1074,70877,0,5000,2500,2500,8956,15,0,0,5696,2
1075,1057,0,2500,2500,2500,433,5,0,0,5622,2
1076,35342,0,50000,2500,2500,70454,12,0,0,5534,1
1077,16992,0,2500,2500,2500,0,0,0,0,5582,2
1078,2558,0,2500,2500,2500,6264,10,0,0,5581,2
1079,196093,0,2500,2500,2500,14000,3,0,0,5595,2
1080,269558,0,2500,2500,2500,10000,1,0,0,5472,2
1081,88500,0,2500,2500,2500,2500,2,0,0,5090,2
1082,8719,0,2500,2500,2500,2000,9,0,0,5671,2
1083,36936,0,2500,2500,2500,2875,16,0,0,5492,2
1084,427357,0,5000,2500,2500,6027,12,0,0,5587,2
1085,258422,0,32500,2500,2500,48708,17,0,0,5657,1
1086,75428,0,5000,2500,2500,7539,14,0,0,5609,2
1087,34383,0,17500,2500,2500,22956,12,0,0,5611,2
1088,82120,0,2500,2500,2500,8000,3,0,0,5619,2
1089,34546,0,2500,2500,2500,1500,2,0,0,5612,2
1090,92641,0,2500,2500,2500,5265,6,0,0,5568,2
1091,95100,0,2500,2500,2500,1250,3,1250,3,5671,2
1092,19960,0,2500,2500,2500,0,0,0,0,4896,2
1093,47150,0,32500,2500,2500,39561,18,0,0,5577,1
1094,1650,0,2500,2500,2500,1250,3,250,1,5554,2
1095,100992,0,2500,2500,2500,8144,16,409,2,5422,2
1096,68610,0,5000,2500,2500,6115,12,0,0,5349,2
1097,75684,0,5000,2500,2500,27320,9,0,0,5316,2
1098,42438,0,2500,2500,2500,519,10,0,0,5349,2
1099,17645,0,32500,2500,2500,60978,20,0,0,5660,1
1100,24545,0,2500,2500,2500,0,0,0,0,5671,2
1101,84633,0,17500,2500,2500,10771,10,0,0,5479,2
1102,103891,1388,50000,2500,2500,140573,21,1150,3,5699,1
1103,39847,0,50000,2500,2500,95918,38,150,1,5694,1
1104,47938,0,17500,2500,2500,12656,13,0,0,5708,2
1105,88929,0,32500,2500,2500,44932,20,650,2,5694,1
1106,129866,0,50000,2500,2500,66150,30,0,0,5692,1
1107,22585,0,2500,2500,2500,3430,3,0,0,5689,2
1108,47394,0,5000,2500,2500,31347,19,2150,5,5688,2
1109,73640,0,5000,2500,2500,10192,14,0,0,5156,2
1110,247743,0,32500,2500,2500,51296,20,500,1,5087,1
1111,295008,0,50000,2500,2500,136704,27,0,0,5028,1
1112,117543,4116,32500,2500,2500,32355,21,600,2,4954,1
1113,102803,0,50000,2500,2500,90605,20,0,0,5701,1
1114,89945,0,5000,2500,2500,14218,16,350,1,5680,2
1115,739476,0,2500,2500,2500,24215,8,322,1,5678,2
1116,69337,0,17500,2500,2500,17740,13,0,0,5667,2
1117,140866,0,17500,2500,2500,15906,17,0,0,5672,2
1118,25634,2505,2500,2500,2500,0,0,0,0,5663,2
1119,82078,0,32500,2500,2500,40279,9,0,0,5664,1
1120,33327,0,2500,2500,2500,1000,1,0,0,5664,2
1121,95783,0,17500,2500,2500,14506,13,0,0,5659,2
1122,27591,0,2500,2500,2500,8209,34,1800,16,5659,2
1123,82114,0,50000,2500,2500,58335,15,0,0,5658,1
1124,15917,2586,50000,2500,2500,105449,25,200,2,5653,1
1125,140511,0,32500,2500,2500,32105,16,0,0,5651,1
1126,375927,0,5000,2500,2500,18202,30,1100,3,5652,2
1127,28223,0,5000,2500,2500,8625,12,0,0,5651,2
1128,33129,0,17500,2500,2500,30775,14,500,1,5647,2
1129,1625,0,2500,2500,2500,1375,4,0,0,1547,0
1130,52819,0,32500,2500,2500,37535,15,1000,2,5645,1
1131,3507,1745,2500,2500,2500,14500,7,0,0,5643,2
1132,14769,0,2500,2500,2500,500,1,0,0,5639,2
1133,37215,0,5000,2500,2500,8199,8,0,0,5637,2
1134,115655,0,32500,2500,2500,64968,21,500,1,5631,1
1135,179251,0,17500,2500,2500,14775,16,200,2,5629,2
1136,24418,0,5000,2500,2500,12533,13,0,0,5626,2
1137,34562,0,2500,2500,2500,1770,9,250,3,5622,2
1138,144570,0,32500,2500,2500,49052,15,0,0,5617,1
1139,24813,0,2500,2500,2500,4066,10,0,0,5225,2
1140,48803,0,50000,2500,2500,72129,14,0,0,5107,1
1141,22116,0,17500,2500,2500,20809,14,0,0,5463,2
1142,8516,0,2500,2500,2500,0,0,0,0,5566,2
1143,36079,0,17500,2500,2500,22506,22,150,1,5323,2
1144,16872,0,2500,2500,2500,28964,7,0,0,5479,2
1145,62895,0,2500,2500,2500,8500,4,0,0,5520,2
1146,7383,0,2500,2500,2500,7225,11,2750,7,5238,2
1147,2261,0,2500,2500,2500,15062,2,0,0,5556,2
1148,66950,0,2500,2500,2500,17303,20,2000,8,5464,2
1149,84856,0,2500,5000,2500,6894,13,0,0,5547,2
1150,71128,2919,2500,2500,2500,17950,17,4450,11,5162,2
1151,39654,0,2500,2500,2500,1625,6,0,0,5518,2
1152,25214,0,2500,2500,2500,1000,1,0,0,5598,2
1153,48775,0,17500,2500,2500,17494,15,0,0,5588,2
1154,81952,0,50000,2500,2500,64754,22,0,0,5427,1
1155,46535,0,17500,2500,2500,25891,14,150,1,5399,2
1156,23130,0,2500,2500,2500,5032,10,0,0,5500,2
1157,100443,0,17500,2500,2500,12744,21,0,0,5492,2
1158,139664,0,50000,2500,2500,63706,14,0,0,5505,1
1159,31769,0,2500,2500,2500,0,0,0,0,5464,2
1160,60170,0,17500,2500,2500,17235,14,0,0,5351,2
1161,33373,0,2500,2500,2500,0,0,0,0,5427,2
1162,59385,0,17500,2500,2500,22914,11,0,0,5476,2
1163,210040,0,50000,2500,2500,77333,39,0,0,5517,1
1164,23379,0,5000,2500,2500,11712,25,0,0,5499,2
1165,22372,0,17500,2500,2500,14766,12,0,0,4950,2
1166,23120,0,2500,2500,2500,4231,7,0,0,5615,2
1167,46157,0,2500,2500,2500,1625,3,500,1,5609,2
1168,94896,0,32500,2500,2500,38127,15,500,1,5602,1
1169,12091,0,32500,2500,2500,29271,15,0,0,5609,1
1170,56451,0,5000,2500,2500,9302,11,0,0,5597,2
1171,106309,0,17500,2500,2500,21873,22,1200,4,5594,2
1172,121853,0,17500,2500,2500,18120,18,2000,4,5589,2
1173,4137,0,17500,2500,2500,15891,19,0,0,5588,2
1174,21676,0,17500,2500,2500,15392,15,100,1,5584,2
1175,36644,0,17500,2500,2500,14506,13,0,0,5583,2
1176,77102,0,17500,2500,2500,13175,20,1850,6,5581,2
1177,32214,11148,17500,2500,2500,12717,10,0,0,5576,2
1178,42351,0,32500,2500,2500,28959,14,0,0,5594,1
1179,34450,0,2500,2500,2500,26996,7,0,0,5566,2
1180,4151,0,2500,2500,2500,375,3,0,0,5570,2
1181,60646,888,50000,2500,2500,57011,18,50,1,5559,1
1182,44331,0,2500,2500,2500,2850,3,350,1,5555,2
1183,76742,0,17500,2500,2500,17910,13,0,0,5547,2
1184,27993,0,2500,2500,2500,6000,3,0,0,5542,2
1185,67770,0,17500,2500,2500,23960,15,0,0,5539,2
1186,30554,0,32500,2500,2500,38243,25,0,0,5324,1
1187,123646,0,2500,2500,2500,12450,30,2450,29,5069,2
1188,837979,0,2500,2500,2500,18372,15,1450,4,5373,2
1189,6584,0,2500,2500,2500,0,0,0,0,5118,2
1190,17489,0,2500,2500,2500,5565,4,0,0,5380,2
1191,28941,0,2500,2500,2500,2935,6,0,0,4692,2
1192,19085,0,2500,2500,2500,827,11,0,0,5244,2
1193,56480,0,32500,2500,2500,35841,31,500,1,5401,1
1194,8320,0,2500,2500,2500,0,0,0,0,5164,2
1195,13640,0,2500,2500,2500,1500,5,0,0,4923,2
1196,14739,0,2500,2500,2500,1800,4,800,3,5332,2
1197,30594,0,2500,2500,2500,3250,12,0,0,5017,2
1198,11162,0,2500,2500,2500,0,0,0,0,4950,2
1199,15964,0,2500,2500,2500,0,0,0,0,5325,2
1200,5583,0,2500,2500,2500,3147,14,0,0,5365,2
1201,38822,0,2500,2500,2500,2000,9,0,0,5304,2
1202,2305,0,2500,2500,2500,0,0,0,0,5105,2
1203,39372,0,2500,2500,2500,4296,10,0,0,5190,2
1204,25125,0,2500,2500,2500,1875,8,0,0,5147,2
1205,10288,0,2500,2500,2500,1250,3,0,0,5532,2
1206,135149,0,2500,2500,2500,15300,19,3800,17,5267,2
1207,4916,0,2500,2500,2500,900,3,800,2,5107,2
1208,163976,0,32500,2500,2500,39098,18,2594,4,4922,1
1209,207021,0,2500,2500,2500,3600,4,100,1,5412,2
1210,104442,0,32500,2500,2500,38180,23,1450,5,5029,1
1211,131992,0,17500,2500,2500,12504,16,0,0,5372,2
1212,2278,0,2500,2500,2500,0,0,0,0,5175,2
1213,34086,0,17500,2500,2500,19669,18,1500,3,5344,2
1214,8740,0,2500,2500,2500,1250,3,0,0,5395,2
1215,241918,0,32500,2500,2500,40945,13,0,0,5379,1
1216,26748,0,17500,2500,2500,11981,14,0,0,5408,2
1217,65969,0,2500,2500,2500,2550,5,1050,3,5419,2
1218,10009,0,2500,2500,2500,0,0,0,0,5353,2
1219,378759,0,2500,2500,2500,28904,9,2303,4,5408,2
1220,40965,10098,2500,2500,2500,9850,11,1850,6,5429,2
1221,57509,0,32500,2500,2500,52449,19,150,1,5441,1
1222,71503,0,2500,2500,2500,7819,17,0,0,5080,2
1223,110247,0,17500,2500,2500,13690,16,0,0,5272,2
1224,83572,745,50000,2500,2500,101110,27,1700,5,5231,1
1225,106234,5124,5000,2500,2500,11160,26,0,0,5238,2
1226,28205,0,50000,2500,2500,101685,16,0,0,5267,1
1227,7239,0,17500,2500,2500,15835,15,0,0,5343,2
1228,63638,0,2500,2500,2500,0,0,0,0,5155,2
1229,31967,0,2500,2500,2500,1600,4,350,2,5101,2
1230,97752,0,2500,2500,2500,3676,10,0,0,5309,2
1231,8327,0,2500,2500,2500,0,0,0,0,5268,2
1232,10179,0,5000,2500,2500,5321,15,0,0,4989,2
1233,23786,0,2500,2500,2500,16950,4,0,0,5364,2
1234,33020,0,2500,2500,2500,6155,25,1500,3,5322,2
1235,35316,0,2500,2500,2500,1250,4,500,1,5330,2
1236,146086,0,2500,2500,2500,6950,17,6950,17,5345,2
1237,15352,0,2500,2500,2500,1350,4,0,0,5359,2
1238,13522,0,2500,2500,2500,5000,1,0,0,5162,2
1239,13949,0,2500,2500,2500,0,0,0,0,5374,2
1240,99405,0,2500,2500,2500,14150,11,2150,9,5400,2
1241,50016,0,17500,2500,2500,13495,14,0,0,4548,2
1242,23696,0,5000,2500,2500,5577,10,0,0,5531,2
1243,55384,967,2500,2500,2500,0,0,0,0,5309,2
1244,166465,0,32500,2500,32500,98717,30,0,0,5531,1
1245,95207,0,17500,2500,2500,30652,30,2348,8,5531,2
1246,80431,0,2500,2500,2500,2150,2,150,1,5531,2
1247,49288,0,17500,2500,2500,12538,19,600,2,5353,2
1248,81291,0,5000,2500,2500,10522,14,1430,1,5154,2
1249,48877,0,5000,2500,2500,11761,35,371,2,5371,2
1250,164884,0,32500,2500,2500,35226,18,1734,2,5283,1
1251,29707,0,2500,2500,2500,300,3,0,0,5275,2
1252,26325,0,5000,2500,2500,14559,20,1310,2,5521,2
1253,28553,0,17500,2500,2500,13844,5,0,0,5517,2
1254,152421,0,17500,2500,2500,17045,20,500,1,5510,2
1255,17699,0,2500,2500,2500,0,0,0,0,5505,2
1256,70565,2408,2500,2500,2500,25261,15,750,2,5499,2
1257,15450,0,2500,2500,2500,50,1,50,1,5499,2
1258,71736,0,50000,2500,2500,53602,25,50,1,5485,1
1259,37926,0,17500,2500,2500,25153,7,0,0,5845,2
1260,58628,0,17500,2500,2500,22581,13,0,0,5471,2
1261,31007,0,2500,2500,2500,5700,6,1200,4,5465,2
1262,11494,0,2500,2500,2500,8425,15,4700,11,5487,2
1263,27469,0,2500,2500,2500,1,3,0,0,5461,2
1264,44760,0,2500,2500,2500,3105,6,100,2,5455,2
1265,7210,0,2500,2500,2500,2402,13,0,0,5449,2
1266,92402,0,32500,2500,2500,40825,14,0,0,5443,1
1267,22831,0,2500,2500,2500,4500,15,0,0,5442,2
1268,59113,0,32500,2500,2500,46808,32,0,0,5435,1
1269,24608,0,50000,2500,2500,62774,21,0,0,5430,1
1270,16103,0,2500,17500,2500,10819,13,0,0,5427,2
1271,51261,0,2500,2500,2500,2000,4,2000,4,4904,2
1272,24698,0,2500,2500,2500,1329,5,500,1,4267,2
1273,88177,0,50000,2500,2500,53468,19,400,1,5080,1
1274,74453,0,2500,2500,2500,5500,3,0,0,5181,2
1275,39601,0,2500,2500,2500,4066,12,0,0,5434,2
1276,1227,0,2500,2500,2500,0,0,0,0,5786,2
1277,138254,0,2500,2500,2500,24100,9,0,0,5420,2
1278,18046,0,2500,2500,2500,162,4,0,0,5416,2
1279,108395,0,5000,2500,2500,8598,8,0,0,5416,2
1280,21839,0,2500,2500,2500,1375,4,0,0,5411,2
1281,11542,0,32500,2500,2500,49100,16,1500,3,5405,1
1282,41648,0,32500,2500,2500,32117,35,2200,5,5408,1
1283,39908,0,32500,2500,2500,45824,29,0,0,5394,1
1284,14889,0,2500,2500,2500,1500,2,0,0,5393,2
1285,103796,0,50000,2500,2500,63335,26,250,1,5021,1
1286,69323,0,2500,2500,2500,5140,2,0,0,4786,2
1287,21599,0,5000,2500,2500,5561,13,0,0,5302,2
1288,60936,0,50000,2500,2500,56381,17,0,0,5051,1
1289,148053,0,2500,2500,2500,10250,2,250,1,5301,2
1290,10702,0,2500,2500,2500,200,2,200,2,5272,2
1291,249,0,2500,2500,2500,1000,1,0,0,5204,2
1292,36290,0,2500,2500,2500,8600,13,2600,9,5111,2
1293,157416,0,50000,2500,2500,67795,16,0,0,5132,1
1294,1511,0,2500,2500,2500,2250,11,0,0,5051,2
1295,184701,0,32500,2500,2500,45629,13,500,1,4989,1
1296,139298,0,2500,2500,2500,0,0,0,0,4965,2
1297,82380,0,2500,2500,2500,2601,13,0,0,5071,2
1298,115591,867,2500,2500,2500,9500,20,2500,16,4967,2
1299,107333,0,2500,2500,2500,4374,5,1874,4,5063,2
1300,737514,0,17500,2500,32500,43993,40,2150,7,5030,2
1301,23023,0,2500,2500,2500,0,0,0,0,5087,2
1302,43403,1846,2500,2500,2500,3350,12,3350,12,3930,0
1303,15719,0,5000,2500,2500,5740,13,0,0,4974,2
1304,128676,0,2500,2500,2500,8500,3,0,0,5164,2
1305,8836,0,2500,2500,2500,4788,6,808,3,4544,2
1306,94875,0,50000,2500,2500,58314,25,800,7,4736,1
1307,27243,0,5000,2500,2500,6785,12,0,0,4606,2
1308,64969,0,2500,2500,2500,1135,13,0,0,4996,2
1309,6112,0,2500,2500,2500,0,0,0,0,5072,2
1310,71784,0,32500,2500,2500,39276,20,0,0,4936,1
1311,31484,0,2500,2500,2500,3125,11,0,0,4117,2
1312,17995,0,2500,2500,2500,0,0,0,0,4994,2
1313,40994,0,32500,2500,2500,26916,15,500,1,5078,1
1314,286101,1000,50000,2500,2500,72965,31,3000,11,4666,1
1315,205219,0,32500,2500,2500,30347,19,0,0,4792,1
1316,74777,0,5000,2500,2500,20630,8,0,0,5384,2
1317,218191,0,17500,2500,2500,24630,17,0,0,5240,2
1318,22132,0,2500,2500,2500,0,0,0,0,5150,2
1319,83508,1514,2500,2500,2500,11268,13,2176,2,5069,2
1320,88122,0,17500,2500,2500,19408,13,0,0,5174,2
1321,152284,0,50000,2500,2500,77045,38,1648,10,4996,1
1322,4146,0,2500,2500,2500,3750,9,0,0,5210,2
1323,25272,0,2500,2500,2500,0,0,0,0,5189,2
1324,21855,0,2500,2500,2500,200,3,0,0,5383,2
1325,63454,0,32500,2500,2500,49068,13,0,0,5383,1
1326,24292,0,5000,2500,2500,6558,10,0,0,5276,2
1327,60168,0,32500,2500,2500,44133,16,0,0,4313,1
1328,9554,0,2500,2500,2500,2710,3,0,0,5064,2
1329,30130,0,5000,2500,2500,9192,15,0,0,4993,2
1330,12665,0,2500,2500,2500,4125,24,0,0,4539,2
1331,9860,0,2500,2500,2500,99,1,99,1,5055,2
1332,10069,0,2500,2500,2500,200,1,0,0,4933,2
1333,2224,0,2500,2500,2500,0,0,0,0,5098,2
1334,40576,0,2500,2500,2500,0,0,0,0,5118,2
1335,5667,0,2500,2500,2500,5667,4,0,0,4937,2
1336,59791,0,2500,2500,2500,3254,7,0,0,4602,2
1337,128664,8019,32500,2500,2500,44298,16,50,1,5155,1
1338,126947,0,2500,2500,2500,2350,2,350,1,5167,2
1339,189235,0,17500,2500,2500,20487,20,0,0,5282,2
1340,38604,0,2500,2500,2500,625,5,0,0,5184,2
1341,73008,0,17500,2500,2500,12930,18,0,0,5050,2
1342,62942,500,2500,2500,2500,4752,8,2121,6,5070,2
1343,33057,763,2500,2500,2500,5190,5,0,0,4828,2
1344,42572,0,17500,2500,2500,21809,14,100,1,5070,2
1345,38671,0,2500,2500,2500,2200,9,1000,5,5192,2
1346,5320,0,2500,2500,2500,2275,9,0,0,5084,2
1347,228529,0,5000,2500,2500,24687,14,500,1,4924,2
1348,46272,0,2500,2500,2500,5720,10,800,3,5092,2
1349,113758,0,17500,2500,2500,12616,14,0,0,5199,2
1350,105458,0,2500,2500,2500,750,4,700,2,4924,2
1351,39946,0,17500,2500,2500,16951,14,0,0,5282,2
1352,92859,0,32500,2500,2500,33378,15,0,0,5185,1
1353,25158,0,50000,2500,2500,52278,17,0,0,5079,1
1354,82270,0,5000,2500,2500,24612,6,0,0,5270,2
1355,97155,0,5000,2500,2500,10004,3,0,0,5244,2
1356,153197,0,5000,2500,2500,14712,17,100,1,5189,2
1357,55864,0,2500,2500,2500,3691,6,500,1,5251,2
1358,23890,0,32500,2500,2500,35574,19,0,0,5031,1
1359,46545,1000,2500,2500,2500,0,0,0,0,5066,2
1360,7354,0,2500,2500,2500,0,0,0,0,5050,2
1361,45031,0,2500,2500,2500,1000,1,0,0,5227,2
1362,16125,0,17500,2500,2500,23288,17,0,0,5210,2
1363,200,0,2500,2500,2500,200,1,200,1,5254,2
1364,195754,0,50000,2500,2500,98535,40,2550,9,5202,1
1365,54189,0,5000,2500,2500,8940,17,0,0,4791,2
1366,15439,0,2500,2500,2500,490,3,0,0,5147,2
1367,56308,0,2500,2500,2500,2500,3,1000,2,4688,2
1368,1000,0,2500,2500,2500,0,0,0,0,4769,2
1369,45412,0,2500,2500,2500,1100,3,1100,3,5163,2
1370,21582,0,17500,2500,2500,10811,15,0,0,4695,2
1371,16866,0,2500,2500,2500,0,0,0,0,5072,2
1372,86011,0,32500,2500,2500,31769,18,0,0,5381,1
1373,31786,0,2500,2500,2500,2661,10,0,0,5380,2
1374,16994,0,2500,2500,2500,1550,3,1050,2,5379,2
1375,5824,0,2500,2500,2500,0,0,0,0,5401,2
1376,17587,0,2500,2500,2500,17587,7,0,0,5367,2
1377,1000,0,2500,2500,2500,0,0,0,0,5367,2
1378,91670,0,32500,2500,2500,48193,17,1000,2,5365,1
1379,92800,0,50000,2500,2500,62042,23,350,1,5358,1
1380,31134,0,17500,2500,2500,20108,17,0,0,5352,2
1381,57002,0,2500,2500,2500,2570,13,0,0,5350,2
1382,66516,0,32500,2500,2500,45406,16,200,1,5311,1
1383,18154,0,2500,5000,2500,7748,16,0,0,5310,2
1384,320997,2556,50000,2500,2500,82255,24,0,0,5345,1
1385,14345,0,32500,2500,2500,50752,16,0,0,5487,1
1386,43603,0,2500,2500,2500,17100,4,100,1,5335,2
1387,1836,0,2500,2500,2500,850,4,350,3,5329,2
1388,156041,0,5000,2500,2500,5644,13,0,0,5324,2
1389,49145,0,2500,5000,2500,12755,22,2450,7,5323,2
1390,11648,0,2500,2500,2500,475,4,0,0,5318,2
1391,14525,0,2500,2500,2500,4625,28,0,0,5317,2
1392,10689,0,2500,2500,2500,2750,15,0,0,5315,2
1393,37552,0,2500,2500,2500,100,1,0,0,5340,2
1394,210350,0,50000,2500,2500,56754,14,0,0,5302,1
1395,26156,0,17500,2500,2500,23831,16,0,0,5297,2
1396,32061,0,2500,2500,2500,1100,6,0,0,5295,2
1397,355145,0,50000,2500,2500,61926,29,806,8,5288,1
1398,6000,0,2500,2500,2500,0,0,0,0,5286,2
1399,30892,0,17500,2500,2500,11474,11,0,0,5283,2
1400,29263,0,17500,2500,2500,15184,13,0,0,5279,2
1401,221432,0,32500,2500,2500,31975,21,0,0,5275,1
1402,43761,0,2500,2500,2500,5398,16,0,0,5268,2
1403,21393,0,2500,2500,2500,5040,2,0,0,5262,2
1404,108950,0,2500,2500,2500,3300,9,3300,9,5259,2
1405,25089,0,32500,2500,2500,40763,19,550,2,5259,1
1406,77709,0,32500,2500,2500,36028,19,100,2,5253,1
1407,22533,1000,32500,2500,2500,22206,17,100,1,5248,1
1408,25302,0,17500,2500,2500,11312,13,0,0,5245,2
1409,11908,0,2500,2500,2500,0,0,0,0,5240,2
1410,176982,0,2500,2500,2500,2299,9,0,0,5234,2
1411,8723,0,50000,2500,2500,77923,15,0,0,5231,1
1412,9071,0,2500,2500,2500,1647,9,0,0,5225,2
1413,144848,0,32500,2500,2500,37056,15,0,0,5219,1
1414,130364,0,50000,2500,2500,62083,15,250,1,5213,1
1415,15592,4924,32500,2500,2500,37173,13,0,0,5209,1
1416,25404,0,2500,2500,2500,2125,7,500,1,5203,2
1417,34584,0,2500,2500,2500,6962,21,1500,7,5202,2
1418,32313,0,32500,2500,2500,29188,27,0,0,5397,1
1419,168897,0,32500,2500,2500,37451,24,400,2,5189,1
1420,68891,1697,32500,2500,2500,37257,14,500,1,5178,1
1421,18068,0,2500,2500,2500,0,0,0,0,5174,2
1422,137134,0,50000,2500,2500,92740,20,0,0,5170,1
1423,26561,0,2500,2500,2500,100,1,0,0,4926,2
1424,22093,0,17500,2500,2500,14857,11,200,1,2587,0
1425,58538,1739,32500,2500,2500,48670,19,500,2,4352,1
1426,29667,0,2500,2500,2500,5304,19,0,0,4841,2
1427,88093,0,17500,2500,2500,15518,13,343,1,4660,2
1428,472241,500,2500,2500,2500,3600,12,3500,11,5045,2
1429,62569,0,32500,2500,2500,33765,19,50,1,4888,1
1430,20982,0,32500,2500,2500,44238,18,0,0,4716,1
1431,44665,0,2500,2500,2500,333,2,333,2,3601,0
1432,22639,0,2500,2500,2500,1840,4,0,0,5168,2
1433,120152,0,2500,2500,2500,6250,27,3750,26,4497,2
1434,51402,0,2500,2500,2500,4375,14,0,0,4978,2
1435,32749,0,2500,2500,2500,450,3,450,3,5050,2
1436,170309,0,50000,2500,2500,66546,20,4130,4,5009,1
1437,18924,0,2500,2500,2500,4000,18,0,0,5168,2
1438,61919,0,32500,2500,2500,39163,14,350,1,5157,1
1439,193547,0,2500,2500,2500,3544,12,0,0,5153,2
1440,57927,0,2500,2500,2500,1500,3,1500,3,5149,2
1441,161321,0,50000,2500,2500,59645,21,0,0,5147,1
1442,66936,2370,2500,2500,2500,3450,5,950,4,5147,2
1443,72178,0,2500,2500,2500,2100,10,0,0,5139,2
1444,33964,0,2500,2500,2500,300,3,0,0,5128,2
1445,94272,0,17500,2500,2500,11098,16,0,0,5121,2
1446,53360,0,2500,2500,2500,7251,5,6251,4,5120,2
1447,3578,0,2500,2500,2500,0,0,0,0,5114,2
1448,29342,0,5000,2500,2500,5835,4,0,0,5153,2
1449,28228,0,17500,2500,2500,12948,13,300,1,5108,2
1450,118601,0,50000,2500,2500,51240,19,0,0,5105,1
1451,24660,0,5000,2500,2500,7206,14,0,0,5136,2
1452,147822,0,32500,2500,2500,42469,18,0,0,5107,1
